VNR;VNAME;NNR;NNAME;ZEIT
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";300
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";420
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";120
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";300
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";300
54;"Dresden Heinrich-Schütz-Straße";54;"Dresden Heinrich-Schütz-Straße";120
55;"Dresden Gustav-Freytag-Straße";55;"Dresden Gustav-Freytag-Straße";120
56;"Dresden Jüngststraße";56;"Dresden Jüngststraße";120
56;"Dresden Jüngststraße";56;"Dresden Jüngststraße";120
56;"Dresden Jüngststraße";56;"Dresden Jüngststraße";120
56;"Dresden Jüngststraße";56;"Dresden Jüngststraße";120
61;"Dresden Krhs. St. Joseph-Stift";61;"Dresden Krhs. St. Joseph-Stift";120
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";90
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";120
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";180
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";240
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";240
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";120
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";120
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";120
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";240
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";300
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";120
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";120
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";300
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";360
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";180
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";300
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";120
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";240
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";240
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";240
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";240
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";120
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";240
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";300
62;"Dresden Fetscherplatz";62;"Dresden Fetscherplatz";360
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";300
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";360
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";240
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";240
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";240
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";120
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";420
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";420
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";480
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";480
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";120
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";240
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";180
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";120
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";480
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";240
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";480
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";540
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";420
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";420
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";120
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";180
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";480
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";240
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";300
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";120
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";420
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";540
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";420
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";360
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";120
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";300
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";420
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";480
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";420
63;"Dresden Mosenstraße";63;"Dresden Mosenstraße";300
64;"Dresden Bergmannstraße";64;"Dresden Bergmannstraße";180
64;"Dresden Bergmannstraße";64;"Dresden Bergmannstraße";120
64;"Dresden Bergmannstraße";64;"Dresden Bergmannstraße";300
64;"Dresden Bergmannstraße";64;"Dresden Bergmannstraße";300
64;"Dresden Bergmannstraße";64;"Dresden Bergmannstraße";120
64;"Dresden Bergmannstraße";64;"Dresden Bergmannstraße";360
64;"Dresden Bergmannstraße";64;"Dresden Bergmannstraße";360
64;"Dresden Bergmannstraße";64;"Dresden Bergmannstraße";120
64;"Dresden Bergmannstraße";64;"Dresden Bergmannstraße";180
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
65;"Dresden Pohlandplatz";65;"Dresden Pohlandplatz";120
66;"Dresden Gottleubaer Straße";66;"Dresden Gottleubaer Straße";120
67;"Dresden Altenberger Straße";67;"Dresden Altenberger Straße";120
67;"Dresden Altenberger Straße";67;"Dresden Altenberger Straße";120
67;"Dresden Altenberger Straße";67;"Dresden Altenberger Straße";120
67;"Dresden Altenberger Straße";67;"Dresden Altenberger Straße";120
68;"Dresden Ludwig-Hartmann-Straße";68;"Dresden Ludwig-Hartmann-Straße";120
68;"Dresden Ludwig-Hartmann-Straße";68;"Dresden Ludwig-Hartmann-Straße";120
68;"Dresden Ludwig-Hartmann-Straße";68;"Dresden Ludwig-Hartmann-Straße";120
68;"Dresden Ludwig-Hartmann-Straße";68;"Dresden Ludwig-Hartmann-Straße";120
69;"Dresden Johannisfriedhof";69;"Dresden Johannisfriedhof";120
70;"Dresden Tolkewitz Urnenhain";70;"Dresden Tolkewitz Urnenhain";120
71;"Dresden Wasserwerk Tolkewitz";71;"Dresden Wasserwerk Tolkewitz";120
72;"Dresden Alttolkewitz";72;"Dresden Alttolkewitz";120
73;"Dresden Hermann-Seidel-Straße";73;"Dresden Hermann-Seidel-Straße";120
73;"Dresden Hermann-Seidel-Straße";73;"Dresden Hermann-Seidel-Straße";120
74;"Dresden Leubener Straße";74;"Dresden Leubener Straße";120
74;"Dresden Leubener Straße";74;"Dresden Leubener Straße";120
74;"Dresden Leubener Straße";74;"Dresden Leubener Straße";120
74;"Dresden Leubener Straße";74;"Dresden Leubener Straße";120
75;"Dresden Kronstädter Platz";75;"Dresden Kronstädter Platz";180
76;"Dresden Laibacher Straße";76;"Dresden Laibacher Straße";120
77;"Dresden Großglocknerstraße";77;"Dresden Großglocknerstraße";180
78;"Dresden Friedhof Leuben";78;"Dresden Friedhof Leuben";120
80;"Dresden St.-Benno-Gymnasium";80;"Dresden St.-Benno-Gymnasium";120
81;"Dresden Comeniusplatz";81;"Dresden Comeniusplatz";180
81;"Dresden Comeniusplatz";81;"Dresden Comeniusplatz";120
81;"Dresden Comeniusplatz";81;"Dresden Comeniusplatz";180
81;"Dresden Comeniusplatz";81;"Dresden Comeniusplatz";240
81;"Dresden Comeniusplatz";81;"Dresden Comeniusplatz";180
81;"Dresden Comeniusplatz";81;"Dresden Comeniusplatz";120
81;"Dresden Comeniusplatz";81;"Dresden Comeniusplatz";240
81;"Dresden Comeniusplatz";81;"Dresden Comeniusplatz";120
81;"Dresden Comeniusplatz";81;"Dresden Comeniusplatz";180
82;"Dresden Lipsiusstraße";82;"Dresden Lipsiusstraße";240
82;"Dresden Lipsiusstraße";82;"Dresden Lipsiusstraße";540
82;"Dresden Lipsiusstraße";82;"Dresden Lipsiusstraße";120
82;"Dresden Lipsiusstraße";82;"Dresden Lipsiusstraße";120
82;"Dresden Lipsiusstraße";82;"Dresden Lipsiusstraße";420
82;"Dresden Lipsiusstraße";82;"Dresden Lipsiusstraße";240
82;"Dresden Lipsiusstraße";82;"Dresden Lipsiusstraße";120
82;"Dresden Lipsiusstraße";82;"Dresden Lipsiusstraße";540
82;"Dresden Lipsiusstraße";82;"Dresden Lipsiusstraße";420
83;"Dresden Karcherallee";83;"Dresden Karcherallee";120
83;"Dresden Karcherallee";83;"Dresden Karcherallee";120
83;"Dresden Karcherallee";83;"Dresden Karcherallee";120
83;"Dresden Karcherallee";83;"Dresden Karcherallee";120
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";300
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";120
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";300
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";300
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";300
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";120
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";600
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";600
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";600
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";120
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";300
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";300
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";300
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";120
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";300
84;"Dresden Zwinglistraße";84;"Dresden Zwinglistraße";600
85;"Dresden Liebstädter Straße";85;"Dresden Liebstädter Straße";180
85;"Dresden Liebstädter Straße";85;"Dresden Liebstädter Straße";120
85;"Dresden Liebstädter Straße";85;"Dresden Liebstädter Straße";120
85;"Dresden Liebstädter Straße";85;"Dresden Liebstädter Straße";180
86;"Dresden Rauensteinstraße";86;"Dresden Rauensteinstraße";120
86;"Dresden Rauensteinstraße";86;"Dresden Rauensteinstraße";120
86;"Dresden Rauensteinstraße";86;"Dresden Rauensteinstraße";120
86;"Dresden Rauensteinstraße";86;"Dresden Rauensteinstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
87;"Dresden Rennplatzstraße";87;"Dresden Rennplatzstraße";120
88;"Dresden Marienberger Straße";88;"Dresden Marienberger Straße";120
88;"Dresden Marienberger Straße";88;"Dresden Marienberger Straße";120
88;"Dresden Marienberger Straße";88;"Dresden Marienberger Straße";120
88;"Dresden Marienberger Straße";88;"Dresden Marienberger Straße";120
88;"Dresden Marienberger Straße";88;"Dresden Marienberger Straße";120
88;"Dresden Marienberger Straße";88;"Dresden Marienberger Straße";120
88;"Dresden Marienberger Straße";88;"Dresden Marienberger Straße";120
88;"Dresden Marienberger Straße";88;"Dresden Marienberger Straße";120
88;"Dresden Marienberger Straße";88;"Dresden Marienberger Straße";120
89;"Dresden Prof.-Ricker-Straße";89;"Dresden Prof.-Ricker-Straße";120
89;"Dresden Prof.-Ricker-Straße";89;"Dresden Prof.-Ricker-Straße";120
89;"Dresden Prof.-Ricker-Straße";89;"Dresden Prof.-Ricker-Straße";120
89;"Dresden Prof.-Ricker-Straße";89;"Dresden Prof.-Ricker-Straße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";180
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";180
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
90;"Dresden Lassallestraße";90;"Dresden Lassallestraße";120
91;"Dresden Abzweig nach Reick";91;"Dresden Abzweig nach Reick";120
91;"Dresden Abzweig nach Reick";91;"Dresden Abzweig nach Reick";120
91;"Dresden Abzweig nach Reick";91;"Dresden Abzweig nach Reick";120
91;"Dresden Abzweig nach Reick";91;"Dresden Abzweig nach Reick";120
92;"Dresden Rottwerndorfer Straße";92;"Dresden Rottwerndorfer Straße";120
92;"Dresden Rottwerndorfer Straße";92;"Dresden Rottwerndorfer Straße";120
92;"Dresden Rottwerndorfer Straße";92;"Dresden Rottwerndorfer Straße";120
92;"Dresden Rottwerndorfer Straße";92;"Dresden Rottwerndorfer Straße";120
93;"Dresden Altleuben";93;"Dresden Altleuben";120
94;"Dresden Berthold-Haupt-Straße";94;"Dresden Berthold-Haupt-Straße";120
94;"Dresden Berthold-Haupt-Straße";94;"Dresden Berthold-Haupt-Straße";120
94;"Dresden Berthold-Haupt-Straße";94;"Dresden Berthold-Haupt-Straße";120
94;"Dresden Berthold-Haupt-Straße";94;"Dresden Berthold-Haupt-Straße";120
96;"Dresden Guerickestraße";96;"Dresden Guerickestraße";120
97;"Dresden Straße des 17. Juni";97;"Dresden Straße des 17. Juni";120
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";300
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";120
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";120
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";180
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";60
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";120
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";120
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";60
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";180
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";60
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";120
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";0
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";120
98;"Dresden Bf Niedersedlitz";98;"Dresden Bf Niedersedlitz";60
99;"Dresden Heckenweg";99;"Dresden Heckenweg";120
100;"Dresden Meußlitzer Straße";100;"Dresden Meußlitzer Straße";120
100;"Dresden Meußlitzer Straße";100;"Dresden Meußlitzer Straße";120
100;"Dresden Meußlitzer Straße";100;"Dresden Meußlitzer Straße";120
100;"Dresden Meußlitzer Straße";100;"Dresden Meußlitzer Straße";120
100;"Dresden Meußlitzer Straße";100;"Dresden Meußlitzer Straße";120
100;"Dresden Meußlitzer Straße";100;"Dresden Meußlitzer Straße";120
100;"Dresden Meußlitzer Straße";100;"Dresden Meußlitzer Straße";120
100;"Dresden Meußlitzer Straße";100;"Dresden Meußlitzer Straße";120
100;"Dresden Meußlitzer Straße";100;"Dresden Meußlitzer Straße";120
101;"Dresden Freystraße";101;"Dresden Freystraße";120
101;"Dresden Freystraße";101;"Dresden Freystraße";120
101;"Dresden Freystraße";101;"Dresden Freystraße";120
101;"Dresden Freystraße";101;"Dresden Freystraße";120
103;"Dresden Försterlingstraße";103;"Dresden Försterlingstraße";120
111;"Dresden Lennéplatz";111;"Dresden Lennéplatz";180
111;"Dresden Lennéplatz";111;"Dresden Lennéplatz";120
111;"Dresden Lennéplatz";111;"Dresden Lennéplatz";180
111;"Dresden Lennéplatz";111;"Dresden Lennéplatz";120
112;"Dresden Zoo";112;"Dresden Zoo";120
112;"Dresden Zoo";112;"Dresden Zoo";360
112;"Dresden Zoo";112;"Dresden Zoo";360
112;"Dresden Zoo";112;"Dresden Zoo";420
113;"Dresden Querallee";113;"Dresden Querallee";120
113;"Dresden Querallee";113;"Dresden Querallee";120
113;"Dresden Querallee";113;"Dresden Querallee";120
113;"Dresden Querallee";113;"Dresden Querallee";120
114;"Dresden Julius-Otto-Straße";114;"Dresden Julius-Otto-Straße";120
115;"Dresden Wasaplatz";115;"Dresden Wasaplatz";180
115;"Dresden Wasaplatz";115;"Dresden Wasaplatz";120
115;"Dresden Wasaplatz";115;"Dresden Wasaplatz";120
115;"Dresden Wasaplatz";115;"Dresden Wasaplatz";180
116;"Dresden Mockritzer Straße";116;"Dresden Mockritzer Straße";120
117;"Dresden Hugo-Bürkner-Straße";117;"Dresden Hugo-Bürkner-Straße";120
117;"Dresden Hugo-Bürkner-Straße";117;"Dresden Hugo-Bürkner-Straße";120
117;"Dresden Hugo-Bürkner-Straße";117;"Dresden Hugo-Bürkner-Straße";120
117;"Dresden Hugo-Bürkner-Straße";117;"Dresden Hugo-Bürkner-Straße";120
118;"Dresden Cäcilienstraße";118;"Dresden Cäcilienstraße";120
119;"Dresden Eugen-Bracht-Straße";119;"Dresden Eugen-Bracht-Straße";120
120;"Dresden Otto-Dix-Ring";120;"Dresden Otto-Dix-Ring";120
121;"Dresden Wieckestraße";121;"Dresden Wieckestraße";120
122;"Dresden Lohrmannstraße";122;"Dresden Lohrmannstraße";180
122;"Dresden Lohrmannstraße";122;"Dresden Lohrmannstraße";120
122;"Dresden Lohrmannstraße";122;"Dresden Lohrmannstraße";120
122;"Dresden Lohrmannstraße";122;"Dresden Lohrmannstraße";120
122;"Dresden Lohrmannstraße";122;"Dresden Lohrmannstraße";120
122;"Dresden Lohrmannstraße";122;"Dresden Lohrmannstraße";180
122;"Dresden Lohrmannstraße";122;"Dresden Lohrmannstraße";120
122;"Dresden Lohrmannstraße";122;"Dresden Lohrmannstraße";120
122;"Dresden Lohrmannstraße";122;"Dresden Lohrmannstraße";120
123;"Dresden Hülßestraße";123;"Dresden Hülßestraße";120
124;"Dresden Altreick";124;"Dresden Altreick";120
125;"Dresden Mügelner Straße";125;"Dresden Mügelner Straße";120
125;"Dresden Mügelner Straße";125;"Dresden Mügelner Straße";120
125;"Dresden Mügelner Straße";125;"Dresden Mügelner Straße";120
125;"Dresden Mügelner Straße";125;"Dresden Mügelner Straße";120
126;"Dresden Breitscheidstraße";126;"Dresden Breitscheidstraße";120
126;"Dresden Breitscheidstraße";126;"Dresden Breitscheidstraße";120
126;"Dresden Breitscheidstraße";126;"Dresden Breitscheidstraße";120
126;"Dresden Breitscheidstraße";126;"Dresden Breitscheidstraße";120
127;"Dresden Trattendorfer Straße";127;"Dresden Trattendorfer Straße";120
131;"Dresden Reichenbachstraße";131;"Dresden Reichenbachstraße";360
131;"Dresden Reichenbachstraße";131;"Dresden Reichenbachstraße";120
131;"Dresden Reichenbachstraße";131;"Dresden Reichenbachstraße";180
131;"Dresden Reichenbachstraße";131;"Dresden Reichenbachstraße";360
131;"Dresden Reichenbachstraße";131;"Dresden Reichenbachstraße";180
131;"Dresden Reichenbachstraße";131;"Dresden Reichenbachstraße";120
131;"Dresden Reichenbachstraße";131;"Dresden Reichenbachstraße";120
131;"Dresden Reichenbachstraße";131;"Dresden Reichenbachstraße";360
131;"Dresden Reichenbachstraße";131;"Dresden Reichenbachstraße";360
132;"Dresden Nürnberger Platz";132;"Dresden Nürnberger Platz";120
132;"Dresden Nürnberger Platz";132;"Dresden Nürnberger Platz";120
132;"Dresden Nürnberger Platz";132;"Dresden Nürnberger Platz";120
132;"Dresden Nürnberger Platz";132;"Dresden Nürnberger Platz";120
133;"Dresden Südvorstadt";133;"Dresden Südvorstadt";120
134;"Dresden Münchner Platz";134;"Dresden Münchner Platz";120
134;"Dresden Münchner Platz";134;"Dresden Münchner Platz";120
134;"Dresden Münchner Platz";134;"Dresden Münchner Platz";120
134;"Dresden Münchner Platz";134;"Dresden Münchner Platz";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
135;"Dresden Plauen Nöthnitzer Str.";135;"Dresden Plauen Nöthnitzer Str.";120
141;"Dresden Rosenstraße";141;"Dresden Rosenstraße";120
142;"Dresden Oederaner Straße";142;"Dresden Oederaner Straße";120
143;"Dresden Saxoniastraße";143;"Dresden Saxoniastraße";120
144;"Dresden Tharandter Straße";144;"Dresden Tharandter Straße";180
144;"Dresden Tharandter Straße";144;"Dresden Tharandter Straße";120
144;"Dresden Tharandter Straße";144;"Dresden Tharandter Straße";120
144;"Dresden Tharandter Straße";144;"Dresden Tharandter Straße";180
145;"Dresden Bünaustraße";145;"Dresden Bünaustraße";120
146;"Dresden Malterstraße";146;"Dresden Malterstraße";120
147;"Dresden Koblenzer Straße";147;"Dresden Koblenzer Straße";120
148;"Dresden Wölfnitz";148;"Dresden Wölfnitz";120
149;"Dresden Weißeritzstraße";149;"Dresden Weißeritzstraße";120
149;"Dresden Weißeritzstraße";149;"Dresden Weißeritzstraße";120
149;"Dresden Weißeritzstraße";149;"Dresden Weißeritzstraße";120
149;"Dresden Weißeritzstraße";149;"Dresden Weißeritzstraße";120
149;"Dresden Weißeritzstraße";149;"Dresden Weißeritzstraße";120
149;"Dresden Weißeritzstraße";149;"Dresden Weißeritzstraße";120
149;"Dresden Weißeritzstraße";149;"Dresden Weißeritzstraße";120
149;"Dresden Weißeritzstraße";149;"Dresden Weißeritzstraße";120
149;"Dresden Weißeritzstraße";149;"Dresden Weißeritzstraße";120
153;"Dresden Cottaer Straße";153;"Dresden Cottaer Straße";120
154;"Dresden Wernerstraße";154;"Dresden Wernerstraße";120
161;"Dresden Cämmerswalder Straße";161;"Dresden Cämmerswalder Straße";120
162;"Dresden Kotteweg";162;"Dresden Kotteweg";120
163;"Dresden Saarstraße";163;"Dresden Saarstraße";120
164;"Dresden Achtbeeteweg";164;"Dresden Achtbeeteweg";120
165;"Dresden Coschütz";165;"Dresden Coschütz";120
171;"Dresden Semmelweisstraße";171;"Dresden Semmelweisstraße";240
171;"Dresden Semmelweisstraße";171;"Dresden Semmelweisstraße";120
171;"Dresden Semmelweisstraße";171;"Dresden Semmelweisstraße";120
171;"Dresden Semmelweisstraße";171;"Dresden Semmelweisstraße";240
171;"Dresden Semmelweisstraße";171;"Dresden Semmelweisstraße";120
172;"Dresden Burgkstraße";172;"Dresden Burgkstraße";180
172;"Dresden Burgkstraße";172;"Dresden Burgkstraße";120
172;"Dresden Burgkstraße";172;"Dresden Burgkstraße";120
172;"Dresden Burgkstraße";172;"Dresden Burgkstraße";360
172;"Dresden Burgkstraße";172;"Dresden Burgkstraße";360
172;"Dresden Burgkstraße";172;"Dresden Burgkstraße";180
172;"Dresden Burgkstraße";172;"Dresden Burgkstraße";120
173;"Dresden Pennricher Straße";173;"Dresden Pennricher Straße";300
173;"Dresden Pennricher Straße";173;"Dresden Pennricher Straße";300
173;"Dresden Pennricher Straße";173;"Dresden Pennricher Straße";120
173;"Dresden Pennricher Straße";173;"Dresden Pennricher Straße";480
173;"Dresden Pennricher Straße";173;"Dresden Pennricher Straße";300
173;"Dresden Pennricher Straße";173;"Dresden Pennricher Straße";120
173;"Dresden Pennricher Straße";173;"Dresden Pennricher Straße";120
173;"Dresden Pennricher Straße";173;"Dresden Pennricher Straße";300
173;"Dresden Pennricher Straße";173;"Dresden Pennricher Straße";480
174;"Dresden Conertplatz";174;"Dresden Conertplatz";120
175;"Dresden Birkenhainer Straße";175;"Dresden Birkenhainer Straße";120
176;"Dresden Altcotta";176;"Dresden Altcotta";120
176;"Dresden Altcotta";176;"Dresden Altcotta";120
176;"Dresden Altcotta";176;"Dresden Altcotta";120
176;"Dresden Altcotta";176;"Dresden Altcotta";120
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";420
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";120
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";180
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";420
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";180
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";120
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";120
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";420
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";420
177;"Dresden Ockerwitzer Straße";177;"Dresden Ockerwitzer Straße";120
178;"Dresden Chamissostraße";178;"Dresden Chamissostraße";120
178;"Dresden Chamissostraße";178;"Dresden Chamissostraße";120
178;"Dresden Chamissostraße";178;"Dresden Chamissostraße";120
178;"Dresden Chamissostraße";178;"Dresden Chamissostraße";120
179;"Dresden Hebbelplatz";179;"Dresden Hebbelplatz";120
181;"DD Krankenhaus Friedrichstadt";181;"DD Krankenhaus Friedrichstadt";120
182;"Dresden Vorwerkstraße";182;"Dresden Vorwerkstraße";120
